Item_Id,Playtime_Forever_Hours,Year_Launch,Genres
8190,233575,2010,"Massively Multiplayer, Exploration, Multiplayer, Shooter,  Open World, Comedy, Atmospheric, Singleplayer, Sandbox, Funny, Third Person, dable, Physics, Co-op, Destruction, Third-Person Shooter, FPS, Adventure, Action"
8200,1001,2006,"Detective, Funny, Mystery, Point & Click, Comedy, Adventure"
8210,635,2006,"Adventure, Action"
8220,420,2007,"Adventure, Action, Point & Click"
8240,393,2007,"Adventure, Action"
8250,315,2007,"Adventure, Action"
8260,517,2007,Adventure
8270,342,2008,Adventure
8280,394,2008,Adventure
8290,305,2008,Adventure
8300,325,2008,Adventure
8310,37,2005,"Adventure, Point & Click"
8320,15,2006,"Adventure, Point & Click"
8330,24,2005,"Card Game, Casual"
8340,314,2008,", Funny, Surreal, Point & Click, Singleplayer, Comedy, Adventure"
8400,1498,2007,"2D,  Action, Retro, Shooter,  Shoot Em Up, Great Soundtrack, Bullet Hell, Casual, Singleplayer, Classic, Arcade,  Twin Stick Shooter, Indie"
8500,95420,2003,"Massively Multiplayer,  Multiplayer, MMORPG, RPG,  Free to Play, Open World, Atmospheric, PvP, Difficult, Space, Simulation, Sandbox, Economy, Tactical, Sci-fi, Strategy, Action"
8600,7871,2007,"Sports, Racing, Driving, Simulation, Singleplayer, Multiplayer"
8650,1290,2008,"Simulation, Racing"
8660,667,2008,"Racing, Driving, Simulation, Singleplayer, Multiplayer"
8690,1253,2008,"Simulation, Racing"
8790,83,2006,"Sports, Racing, Simulation, Singleplayer, Multiplayer"
8800,15901,2007,"Turn-Based, dable, Grand Strategy, Historical, Singleplayer, 4X, Strategy, Multiplayer, Turn-Based Strategy"
8850,26609,2010,"Horror, Dark, Action RPG,  Multiplayer, RPG,  Shooter, First-Person,  Atmospheric, Story Rich, Great Soundtrack, Singleplayer,  Steampunk, Sci-fi, FPS, Adventure, Action"
8870,131830,2013,"RPG,  Shooter, First-Person, Controller, Gore, Atmospheric, Fantasy, Story Rich, Great Soundtrack,  Singleplayer,  , Steampunk, Sci-fi, FPS, Adventure, Action"
8880,735,2002,"RPG,  , Tactical,  Singleplayer, Classic, Strategy, Multiplayer"
8890,295,2005,"RPG, Strategy,"
8930,1380201,2010,"Historical, 4X, Multiplayer, Turn-Based Strategy, Touch-Friendly,  Education, Replay Value, Grand Strategy, Great Soundtrack, Simulation, Singleplayer, Classic, dable, Strategy, Co-op, Tactical, Economy, Turn-Based"
8970,87,2010,"Indie, Point & Click"
8980,195200,2009,"Action RPG, Multiplayer,  RPG, Local Co-Op, Shooter, Online Co-Op, First-Person, Open World, Comedy, Gore, Post-apocalyptic, Singleplayer, Funny, Dark Humor, Co-op, Sci-fi, FPS, Adventure, Action"
9000,174,1993,"Retro, Shooter, Singleplayer, 1990s, FPS, Classic, Action, I"
9010,2117,2001,"Horror, Multiplayer, Shooter, First-Person,  Atmospheric, Gore, Great Soundtrack, Singleplayer, Classic,  Retro, Zombies, Sci-fi, FPS, Adventure, Action, I, Stealth"
9030,193,2007,"Shooter, First-Person, FPS, Classic, Action"
9040,234,1997,"Shooter, Horror, First-Person, FPS, Classic, Action"
9050,3733,2004,"Survival Horror, Horror, Dark,  Multiplayer, Futuristic, Shooter, First-Person, Gore, Atmospheric, Singleplayer, Classic,  Zombies, dable, Co-op, Sci-fi, FPS, Adventure, Action"
9060,370,1998,"RPG, Fantasy, Shooter, Retro, First-Person, Singleplayer,  FPS, Classic, 1990s, Action, Dark Fantasy"
9070,640,2005,"Survival Horror, Horror, Dark, Shooter, Zombies, Sci-fi, First-Person, FPS, Singleplayer, Action, Atmospheric"
9160,350,1995,"Difficult,  Shooter, Retro, Horror, Zombies, dable, Great Soundtrack, First-Person, Sci-fi, FPS, Classic, Singleplayer, 1990s, Action, Gore"
9180,621,1990,"2D, Platformer, Retro, Family Friendly, 1990s, Sci-fi, Singleplayer, Classic, Action"
9200,24823,2011,"Horror, Multiplayer, RPG, Shooter, Online Co-Op, Racing, First-Person, Open World, Gore, Post-apocalyptic, Survival, Atmospheric, Crafting, Singleplayer,  Co-op, Sci-fi, FPS, Adventure, Action"
9310,5817,2006,"Futuristic, Action, Base Building,  , Tactical, Sci-fi, Singleplayer, RTS, Strategy, Multiplayer"
9350,6661,2007,"Action, Base Building, Co-op,  Space, Sci-fi, Singleplayer, Robots, Classic, RTS, Strategy, Multiplayer"
9420,37641,2011,"Action, Competitive, Grand Strategy, dable, Online Co-Op, Adventure, Base Building, Co-op,  Great Soundtrack, Sci-fi, Singleplayer, Robots, Space, RTS, Strategy, Multiplayer"
9450,62660,2008,"Futuristic, Action, Great Soundtrack, Adventure, Base Building,  , Sci-fi, Singleplayer, Classic, RTS, Strategy, Multiplayer, Atmospheric"
9460,1839,2008,"Multiplayer, Shooter, Co-op, Singleplayer, Military, FPS, Open World, First-Person, Action"
9480,56531,2009,"Multiplayer, Shooter, Online Co-Op, Character Customization, Open World, Comedy,  Female Protagonist, Replay Value, Great Soundtrack, Singleplayer, Sandbox, Funny, Third Person, dable, Co-op, Third-Person Shooter, Adventure, Action"
9500,422,2004,"2D, Local Co-Op, Platformer, Physics, Singleplayer, Puzzle, Local Multiplayer, Indie, Puzzle-Platformer"
9710,45,2006,"Tactical, Strategy, Action"
9730,33,2006,"Simulation, Management, City Builder"
9760,205,2006,"RTS, Strategy, Action"
9800,320,2007,"Third Person, Singleplayer, Open World, Classic, Adventure, Action, I, Stealth"
9850,122,2009,"War, Great Soundtrack, Tactical, Simulation, Singleplayer, Classic, RTS, Strategy, Multiplayer, Cult Classic, Atmospheric"
9880,34861,2009,"Massively Multiplayer, Action RPG, Multiplayer, MMORPG, RPG, Online Co-Op, Free to Play, Character Customization,  Open World, Controller, PvP, Singleplayer, Third Person,  Co-op, Sci-fi, FPS, Adventure, Action"
9900,125612,2010,"Massively Multiplayer, Action RPG, Multiplayer, MMORPG, RPG, Online Co-Op, Free to Play, Character Customization, Open World, PvP, Adventure, Space, Singleplayer, Third Person, Co-op, Tactical, Sci-fi, Strategy, Action"
9930,17710,2011,"Realistic, Massively Multiplayer, Action, Sports, Racing, Driving, Co-op, Simulation, Singleplayer, First-Person, Open World, Arcade, Adventure, Multiplayer, Sandbox, Atmospheric"
9940,803,2010,"Fantasy, Female Protagonist, Platformer, Cute, Singleplayer, Sci-fi, Adventure, Action, Hack and Slash, Indie, Anime"
9960,10,2010,Adventure
9970,18,2011,"Space, Action"
9980,79,2010,"Exploration, Puzzle, Casual, Relaxing"
10090,129536,2008,"Horror, Historical, Multiplayer, Shooter, Online Co-Op, First-Person, Survival, Gore, War, Great Soundtrack, Singleplayer, Classic, Zombies, dable,  Co-op, FPS, Adventure, Action, I"
10100,29,2006,"Fantasy, Female Protagonist, Retro, Point & Click, Pixel Graphics, 1990s, Classic,  Adventure"
10110,74,2006,"Retro, Third Person, Point & Click, Pixel Graphics, Space, Sci-fi, 1990s, Comedy, Classic,  Adventure"
10120,19,2008,"Space, Action, Casual"
10130,751,2007,"Futuristic, Multiplayer, Shooter,  First-Person, Sci-fi, FPS,  Singleplayer, Classic, Action, Atmospheric"
10140,191,2006,"Local Multiplayer,  , Sports"
10150,13115,2009,"Horror, Parkour, RPG,  Open World, Controller, Atmospheric, Gore, Story Rich, Singleplayer, Sandbox, Action-Adventure, Violent, Third Person, Zombies, Sci-fi, Adventure, Action, Hack and Slash, Stealth"
10180,95201,2009,"Multiplayer, Shooter, Online Co-Op, First-Person, Atmospheric, PvP, Story Rich, War, Great Soundtrack, Adventure, Singleplayer,  dable, Zombies, Co-op, Tactical, Military, FPS, Strategy, Action"
10220,1414,2011,"Shooter, Mature, First-Person, Open World, Comedy, Nudity, Gore, Story Rich, Great Soundtrack, Singleplayer, Sandbox, Funny, Violent, Dark Humor, Third Person, Third-Person Shooter, FPS, Adventure, Action, Indie"
10230,22,2009,"Adventure, Point & Click"
10240,32,2009,"Adventure, Point & Click"
10250,23,2009,Simulation
10260,45,2010,Simulation
10270,240,2014,"RPG, Fantasy, Turn-Based, Dark Fantasy, Singleplayer,  Strategy, Multiplayer, Turn-Based Strategy"
10460,37,2008,"Action, Third-Person Shooter"
10500,168247,2009,"Historical, RTS, Multiplayer, Turn-Based Strategy,  Atmospheric, War, Grand Strategy, Great Soundtrack, Adventure, Singleplayer, Classic,  Strategy, Tactical, Military, Turn-Based, Action,  Turn-Based Tactics"
10680,25638,2010,"Survival Horror, Horror, Multiplayer, Aliens, Shooter, Online Co-Op,  First-Person, Gore, Survival, Atmospheric, Action, Singleplayer, Strategy, Co-op, Sci-fi, FPS, Adventure,  Stealth"
11020,21196,2008,"Massively Multiplayer, Sports, Casual, Multiplayer, Free to Play, Racing, Level Editor, First-Person, Open World, Controller, Arcade, Difficult, Simulation, Singleplayer, Sandbox, Competitive, Co-op, Adventure, Action, Indie"
11040,140,2008,"RPG, Detective, Mystery, Point & Click, Adventure, Puzzle"
11050,70,2008,"Puzzle, Adventure,  Point & Click"
11130,84,2008,"Detective, Mystery, Point & Click, First-Person, Adventure"
11140,165,2008,"Detective, Horror, Mystery, Point & Click, First-Person, Lovecraftian, Adventure"
11150,120,2004,"Adventure, Detective, Mystery, Point & Click"
11190,322,2009,"RPG, Detective, Mystery, Point & Click, Adventure, Puzzle"
11200,1152,2007,"Local Co-Op, Shooter, Co-op, Sci-fi, Singleplayer, Top-Down, Isometric, Action, Top-Down Shooter, Aliens"
11230,184,2008,"Platformer, Racing, Casual, Multiplayer, Indie"
11240,409,2008,"Shooter, Space, Sci-fi, First-Person, FPS, Casual, Strategy, Action, Indie"
11250,165,2006,"Strategy, Simulation, I"
11260,306,2007,"Strategy, Simulation,  I"
11280,855,2008,"Multiplayer, Shooter, Great Soundtrack, Memes, Family Friendly, Casual, First-Person, FPS, Action, Indie"
11330,335,2009,"Physics, Great Soundtrack, Casual, Singleplayer, Strategy, Puzzle, Indie, Atmospheric"
11340,262,2009,"RPG, 2D, Horror, Shooter, Retro, Zombies, Top-Down Shooter, Singleplayer, Top-Down, Casual, Arcade, Adventure, Action, Indie, Atmospheric"
11360,229,2008,"2D, Retro, Physics, Great Soundtrack, Casual, Singleplayer, Puzzle, Indie, Atmospheric"
11370,109,2008,"Story Rich,  Cyberpunk, Horror, Point & Click, Sci-fi, First-Person, Singleplayer, Short, Adventure, Indie, Atmospheric"
11390,1191,2009,"Racing, Driving, Simulation, Singleplayer, Open World,  Adventure, Action, Local Multiplayer"
11450,7389,2007,"Action RPG, RTS, Multiplayer, RPG,  Open World, Comedy, Puzzle, Atmospheric, Fantasy, Story Rich, Adventure, Singleplayer, Action-Adventure, Funny, Third Person, Dark Humor, Strategy, Action, Hack and Slash"
11480,259,2004,"RTS, Strategy, I"
11560,104,2007,"RTS, Strategy"
11590,426,2007,"Simulation, Singleplayer, Management"
11610,50295,2012,"RPG, Fantasy, Massively Multiplayer, Multiplayer, Free to Play, Dungeon Crawler,  Adventure, Action, Hack and Slash, MMORPG, Anime"
11900,175,2008,"Puzzle, Casual, Music"
11920,55,2008,Casual
12100,5770,2002,", Multiplayer, Shooter, Mature, Open World, Atmospheric, Story Rich,  Great Soundtrack, Driving, Singleplayer, Classic, Sandbox, Violent, Third Person, dable, Third-Person Shooter, Adventure, Action"
12110,14715,2003,"Multiplayer, Shooter, Mature, Open World, Atmospheric, Great Soundtrack, Driving, Singleplayer, Classic,  Sandbox, Funny, Violent, Third Person, dable, Third-Person Shooter, Adventure, Action, Music"
12120,55964,2005,"Multiplayer, RPG, Shooter, Mature, Open World, Comedy, Atmospheric, Story Rich, Great Soundtrack, Driving, Singleplayer, Classic, Sandbox, Funny, Third Person, dable, Third-Person Shooter, Adventure, Action"
12130,166,2004,"Survival Horror, Violent, Horror, Dark, Third Person, Mature, Great Soundtrack, Singleplayer, Gore,  Horror, Survival, Classic, Action, Atmospheric, Stealth"
12140,5266,2001,"Horror, Dark,  Detective,  Shooter,  Atmospheric, Story Rich, Great Soundtrack, Singleplayer,  Horror, Classic,  Violent, Third Person, Third-Person Shooter,  Adventure, Action"
12150,3696,2003,"Detective,  Story Rich, Shooter, Third Person, Dark,  , Great Soundtrack, Third-Person Shooter, Singleplayer, Classic,  Nudity, Adventure, Action, Atmospheric"
12160,643,2003,"Great Soundtrack, Racing, Singleplayer, Open World, Classic, Arcade, Multiplayer, Sandbox"
12170,523,1998,"2D, Singleplayer, 1990s, Open World, Classic, Top-Down, Adventure, Action"
12180,330,1999,"2D, Violent, Shooter,  Free to Play, Singleplayer, Open World, Classic, Adventure, Action, Gore"
12200,24918,2008,"Exploration,  Multiplayer, Mature, First-Person, Open World, Comedy, Controller, Atmospheric, Story Rich, Great Soundtrack, Simulation, Singleplayer, Classic, Sandbox, Funny, Third Person, Dark Humor, Adventure, Action"
12220,71158,2010,"Multiplayer, Shooter, Mature, Racing, Open World, Comedy, Nudity, Atmospheric, Story Rich, Great Soundtrack, Driving, Singleplayer, Sandbox, Funny, Third Person, dable, Third-Person Shooter, Adventure, Action"
12310,11,2007,"RPG, Female Protagonist,  Cyberpunk, Point & Click, Sci-fi, Casual, Adventure"
12320,1326,2006,"RPG, Fantasy, Multiplayer, Story Rich, Female Protagonist, Action RPG, Adventure, Co-op, Singleplayer, Open World, Classic, Isometric, Action, Hack and Slash, Atmospheric"
12330,517,2006,"RPG,  Exploration, Space, Simulation, Sci-fi, Open World, Action"
12340,153,2008,"Adventure, Comedy, Point & Click"
12360,2941,2008,"Multiplayer, Racing, Physics, Great Soundtrack, Driving, Destruction, Singleplayer, Arcade, Action"
12390,22,2008,"Shooter, Action, FPS"
12420,39,2009,"RTS, Strategy"
12430,77,2009,Casual
12440,42,2007,"Adventure, Comedy, Point & Click"
12450,36,2009,"Adventure, Point & Click"
12460,171,2008,"RTS, Strategy"
12470,668,2004,"Historical,  Economy, Strategy"
12480,1239,2009,"War, Military, RTS, Strategy"
12500,2215,2007,"RPG, Fantasy, 2D, Touch-Friendly, Anime, Casual, Singleplayer, Strategy, Puzzle, Indie, Match 3"
12510,645,2007,"Strategy, Simulation"
12520,458,2007,"Driving, Simulation, Open World, Racing"
12530,71,2007,"Adventure, Action, Strategy"
12540,10,2007,"Puzzle, Casual"
12560,37,2007,"Simulation, Management"
12570,4,2008,Casual
12580,48,2008,Casual
12590,143,2008,Racing
12600,19,2005,Racing
12630,21,2008,"RPG, Action, Hack and Slash"
12640,202,2009,"RPG, Fantasy,  , Story Rich, Third Person, Party-Based RPG, Character Customization, Singleplayer, Adventure, Dark Fantasy, Atmospheric"
12660,1,2007,"Simulation, Casual"
12670,1,2008,"Simulation, Casual"
12690,120,2009,"Simulation,  , Sports"
12710,5377,2008,"RPG, Fantasy,  Action-Adventure, Funny, Puzzle, Third Person, Action RPG, Strategy, Singleplayer, Comedy, Adventure, Action"
12770,310,2008,"RPG, Fantasy, Third Person,  Adventure, Action, Hack and Slash"
12790,298,2009,"Multiplayer, Steampunk, Shooter, Third Person, Co-op, Third-Person Shooter, Singleplayer, Adventure, Action"
12810,10196,2009,"Action RPG, Magic, RTS, Multiplayer, RPG,  Open World, Comedy, Puzzle, Atmospheric, Fantasy, Singleplayer, Dark Fantasy, Action-Adventure, Funny, Third Person, Dark Humor, Strategy, Adventure, Action"
12830,3755,2009,"Realistic, Walking Simulator, Multiplayer, Shooter, War, Adventure, Tactical, Co-op, Simulation, First-Person, Military, Open World, FPS, Singleplayer, Strategy, Action, Stealth"
12900,31214,2008,"Casual, Fast-Paced, Local Multiplayer, Local Co-Op, Racing, Arcade, Puzzle, Relaxing, Replay Value, Great Soundtrack,  Singleplayer, Colorful, Procedural Generation,  Co-op,  Action, Indie, Music"
13000,55,2008,"Casual, Indie"
13200,534,2003,"Multiplayer, Shooter, Sci-fi, Singleplayer, FPS, First-Person, Classic, Action"
13210,11745,2007,"Team-Based, Multiplayer, Fast-Paced, Futuristic, Shooter, First-Person,  Atmospheric,  Gore, Great Soundtrack, Singleplayer, Classic, Competitive, dable, Co-op, Sci-fi, FPS, Adventure, Action"
13230,6262,2004,", RPG, Multiplayer, Fast-Paced, Shooter, Competitive, dable, Great Soundtrack, Co-op, Sci-fi, First-Person, FPS, Classic, Singleplayer, Adventure, Action, Atmospheric"
13240,3772,2000,"Fast-Paced, Multiplayer, Shooter, Cyberpunk, Competitive, dable, Great Soundtrack, Co-op, Sci-fi, First-Person, FPS, Classic, Singleplayer, 1990s, Action, Atmospheric, Gore"
13250,593,1998,"Multiplayer, Fast-Paced, Female Protagonist, Shooter, Horror, Great Soundtrack, Co-op, Sci-fi, First-Person, FPS, Classic, Singleplayer, 1990s, Adventure, Action, Nudity, Atmospheric"
13500,754,2004,"Fantasy, Story Rich, Platformer, Third Person, Dark, Great Soundtrack, Singleplayer, Gore, Parkour, Classic,  Adventure, Action, Open World, Hack and Slash, Atmospheric"
13520,6210,2004,"Difficult, Multiplayer, Story Rich, Shooter, Horror, Great Soundtrack, First-Person, Singleplayer, Open World, FPS, Classic, Sci-fi, Adventure, Action, Sandbox, Survival, Atmospheric, Stealth"
13530,590,2005,"Fantasy, Story Rich, Platformer, Third Person, Great Soundtrack, Singleplayer, Parkour,  Classic, Adventure, Action, Hack and Slash, Atmospheric, Stealth"
13540,512,2006,"Multiplayer, Shooter, Online Co-Op, Tactical, Co-op, Singleplayer, First-Person, FPS, Classic, Action, Stealth"
13560,1493,2003,"Multiplayer, Difficult, Shooter, Third Person, Singleplayer, Third-Person Shooter, Classic, Adventure, Action, Atmospheric, Stealth"
13570,2448,2005,"Multiplayer, Story Rich, Shooter, Third Person, Great Soundtrack, Co-op, Tactical, Singleplayer, Third-Person Shooter, Classic, Adventure, Action, Atmospheric, Stealth"
13580,1119,2006,"Multiplayer, Third Person, Co-op, Singleplayer, Adventure, Action, Stealth"
13600,1213,2003,"Fantasy, Story Rich, Platformer, Third Person, Great Soundtrack, Singleplayer, Parkour, Classic,  Adventure, Action, Hack and Slash, Atmospheric, Puzzle-Platformer"
13620,127,2002,"Shooter, Tactical, FPS, Strategy, Action"
13630,125,2002,"Tactical, Action, FPS, Shooter"
15000,113,2006,"Multiplayer, Shooter, Tactical, FPS, Action"
15080,75,2007,"Multiplayer, Funny, Singleplayer,  Horror, Comedy, Adventure, Action"
15100,15595,2008,"Medieval, Historical, Parkour,  RPG, Open World, Controller, Atmospheric,  Story Rich, Great Soundtrack, Singleplayer, Classic, Sandbox, Action-Adventure, Third Person, Sci-fi, Adventure, Action, Stealth"
15120,6736,2008,"Team-Based, Multiplayer, Shooter, Online Co-Op, Character Customization, First-Person, Atmospheric, Difficult, Singleplayer, Classic, Third Person, Strategy, Tactical, Co-op, Third-Person Shooter, FPS, Adventure, Action, Stealth"
15130,956,2003,"Story Rich, Female Protagonist, Action-Adventure, Platformer,  Third Person, Great Soundtrack, Exploration, Singleplayer, Sci-fi, Open World, Classic, Atmospheric, Adventure, Action, Cult Classic, Stealth"
15160,1021,2007,"Family Friendly, Simulation,   Horror"
15170,6200,2006,"RPG, Fantasy, Story Rich, Turn-Based, Tactical, Singleplayer, Classic, Strategy, Multiplayer, Turn-Based Strategy"
15190,1036,2005,"Multiplayer, Story Rich, Shooter, War, Historical, Tactical, Singleplayer, Military, FPS, Strategy, Action, I, Atmospheric"
15200,692,2007,"Simulation,  Military, I"
15210,1396,2005,"Realistic, Historical, Simulation, Military, Open World, Action,  I"
